timestamp,ax,ay,az,gx,gy,gz,etiqueta
1778907855904,-0.09489446878433228,0.18910586833953857,1.090895652770996,0,0,0,ESCALERAS
1778907855906,0.05426740646362305,0.1744140386581421,1.3695459365844727,-0.3585779070854187,0.17104226350784302,0.03848451003432274,ESCALERAS
1778907855906,0.19621765613555908,0.11819314956665039,1.5232667922973633,-0.3585779070854187,0.17104226350784302,0.03848451003432274,ESCALERAS
1778907855971,0.17147523164749146,0.05407059192657471,1.5562629699707031,-0.09957103431224823,0.10751228034496307,0.001832595793530345,ESCALERAS
1778907855972,0.06082826852798462,0.06454598903656006,1.4574308395385742,-0.09957103431224823,0.10751228034496307,0.001832595793530345,ESCALERAS
1778907855972,-0.10278761386871338,0.0884782075881958,1.153900146484375,-0.09957103431224823,0.10751228034496307,0.001832595793530345,ESCALERAS
1778907855972,-0.2633487582206726,0.11174881458282471,0.6578359603881836,-0.09957103431224823,0.10751228034496307,0.001832595793530345,ESCALERAS
1778907855972,-0.2826395034790039,0.12294209003448486,0.1456890106201172,-0.09957103431224823,0.10751228034496307,0.001832595793530345,ESCALERAS
1778907855972,-0.459958016872406,0.4021674394607544,-0.26503753662109375,-0.09957103431224823,0.10751228034496307,0.001832595793530345,ESCALERAS
1778907855972,-0.5612146854400635,-0.1131659746170044,-0.6356000900268555,-0.09957103431224823,0.10751228034496307,0.001832595793530345,ESCALERAS
1778907855972,-0.21445947885513306,0.036797285079956055,-0.7569360733032227,-0.09957103431224823,0.10751228034496307,0.001832595793530345,ESCALERAS
1778907855986,-0.489127516746521,0.38751721382141113,-0.44073009490966797,0.07024950534105301,-0.2028072625398636,0.1771509200334549,ESCALERAS
1778907855986,0.007596850395202637,0.34942400455474854,-0.04855060577392578,0.07024950534105301,-0.2028072625398636,0.1771509200334549,ESCALERAS
1778907855990,0.36190730333328247,0.321749210357666,-0.019014358520507812,-0.24862214922904968,-0.16493362188339233,0.2278527319431305,ESCALERAS
1778907856002,0.2920970916748047,0.24710440635681152,-0.11867141723632812,-0.24862214922904968,-0.16493362188339233,0.2278527319431305,ESCALERAS
1778907856011,0.3726472854614258,0.058626532554626465,0.10697078704833984,-0.24862214922904968,-0.16493362188339233,0.2278527319431305,ESCALERAS
1778907856019,0.2830161452293396,0.061943769454956055,-0.7304010391235352,-0.40072759985923767,-0.27611109614372253,0.31093040108680725,ESCALERAS
1778907856027,0.7995401620864868,-0.220525860786438,-0.6273984909057617,-0.40072759985923767,-0.27611109614372253,0.31093040108680725,ESCALERAS
